title,url,type
《我的世界》 vs. 《启蒙琼林》,https://zhuanlan.zhihu.com/p/697825253,post
超级《启蒙琼林》被嵌入到一个领域中，通过情景体验来引导学习者参与,https://zhuanlan.zhihu.com/p/697566052,post
情景体验很难创作,https://zhuanlan.zhihu.com/p/697411292,post
认知学徒制,https://zhuanlan.zhihu.com/p/697335410,post
瑞士奶酪模型,https://zhuanlan.zhihu.com/p/697213157,post
情境学习 - Lave and Wenger,https://zhuanlan.zhihu.com/p/696904074,post
刻意练习不一定非得令人不愉快,https://zhuanlan.zhihu.com/p/696675843,post
《去学校化社会》——伊万·伊利奇,https://zhuanlan.zhihu.com/p/696496012,post
认知主义,https://zhuanlan.zhihu.com/p/696291865,post
「寻找乐趣」,https://zhuanlan.zhihu.com/p/696092905,post
《启蒙琼林》是 Nell 余生的一次大型「入职」经历,https://zhuanlan.zhihu.com/p/695969718,post
Nell 不知道也不认同《启蒙琼林》的目标,https://zhuanlan.zhihu.com/p/695843928,post
《启蒙琼林》并不是一个可行的赋能环境,https://zhuanlan.zhihu.com/p/695746771,post
《启蒙琼林》是一场巨型情景体验,https://zhuanlan.zhihu.com/p/695665750,post
《启蒙琼林》具备良好的扩展性,https://zhuanlan.zhihu.com/p/695554301,post
《启蒙琼林》让人回想起自己的深层赋能经历,https://zhuanlan.zhihu.com/p/695387327,post
《启蒙琼林》的目标是培养有创造力和颠覆精神的年轻人,https://zhuanlan.zhihu.com/p/695156996,post
《少龄淑女绘本启蒙琼林》,https://zhuanlan.zhihu.com/p/694984639,post
参与式环境支持学习,https://zhuanlan.zhihu.com/p/694825399,post
设计新的赋能环境，可以看作是在打造一所超级大学（University++）,https://zhuanlan.zhihu.com/p/694626102,post
讲座能让我们窥见专家的思考方式,https://zhuanlan.zhihu.com/p/694419305,post
Y Combinator,https://zhuanlan.zhihu.com/p/694282984,post
用间隔重复系统来看穿数学概念 - Michael Nielsen,https://zhuanlan.zhihu.com/p/694032460,post
Duolingo 多邻国,https://zhuanlan.zhihu.com/p/693330899,post
沉默宣言,https://zhuanlan.zhihu.com/p/693158407,post
《量子国度》的读者能可靠地详细记忆嵌入的卡片,https://zhuanlan.zhihu.com/p/692941328,post
FSRS 是全世界最精确的间隔重复算法之一（最新基准测试更新）,https://zhuanlan.zhihu.com/p/692314506,post
数学中的沉默宣言会是什么样的？,https://zhuanlan.zhihu.com/p/691811637,post
《量子国度》中的指数和遗忘,https://zhuanlan.zhihu.com/p/691316536,post
《量子国度》可疑的平直遗忘曲线,https://zhuanlan.zhihu.com/p/690758920,post
喜欢和渴望所涉及的神经回路,https://zhuanlan.zhihu.com/p/689271349,post
也许是「练习系统」，而不是「记忆系统」,https://zhuanlan.zhihu.com/p/688186934,post
更倾向于「记忆系统」而非「间隔重复系统」,https://zhuanlan.zhihu.com/p/688115347,post
目前世界最大的人类记忆行为数据集发布,https://zhuanlan.zhihu.com/p/686756603,post
赞美具体性，以及 2023 年学到的其他经验教训,https://zhuanlan.zhihu.com/p/681957363,post
我的个人简介,https://zhuanlan.zhihu.com/p/679446069,post
阅读理解,https://zhuanlan.zhihu.com/p/679063443,post
自我解释,https://zhuanlan.zhihu.com/p/678998358,post
编写卡片有助于阅读理解,https://zhuanlan.zhihu.com/p/678936570,post
阅读理解问题可以发现文本基础的漏洞,https://zhuanlan.zhihu.com/p/678612702,post
教材的习题集并不善于检测阅读理解问题,https://zhuanlan.zhihu.com/p/678405361,post
阅读理解问题令人不快,https://zhuanlan.zhihu.com/p/678195187,post
人们经常难以回忆起文本的细节，原因在于他们起初就根本没有加工文本,https://zhuanlan.zhihu.com/p/677786105,post
附加问题能够提高学习者对相关但未直接测试的内容的理解,https://zhuanlan.zhihu.com/p/677786021,post
附加问题,https://zhuanlan.zhihu.com/p/677785901,post
在研究中培养深度和沉静,https://zhuanlan.zhihu.com/p/677677092,post
一些创新洞察依赖于长期记忆,https://zhuanlan.zhihu.com/p/677540148,post
《模仿欲望》Luke Burgis,https://zhuanlan.zhihu.com/p/676537017,post
《辞去你的工作》Wolf Tivy,https://zhuanlan.zhihu.com/p/676452556,post
论学习的广度与深度,https://zhuanlan.zhihu.com/p/676124111,post
研究就像理解 - Kanjun Qiu,https://zhuanlan.zhihu.com/p/675736098,post
《人生只有四千周》Oliver Burkeman,https://zhuanlan.zhihu.com/p/675267539,post
任何事情都比你预想的要花更长时间,https://zhuanlan.zhihu.com/p/675164785,post
在工作之外的不专注，会损害工作时的注意力,https://zhuanlan.zhihu.com/p/675163502,post
过程重于结果,https://zhuanlan.zhihu.com/p/675085099,post
用理解喂养抽象,https://zhuanlan.zhihu.com/p/673874118,post
成为一名「人工」智能学习助理,https://zhuanlan.zhihu.com/p/673541096,post
《如何阅读一本书》 - Adler and van Doren,https://zhuanlan.zhihu.com/p/673340458,post
来自高亮引导原型的初步结果,https://zhuanlan.zhihu.com/p/672951747,post
FSRS 算法简介,https://zhuanlan.zhihu.com/p/672908338,post
工具制造者和工具使用者之间的合作最好通过一系列不同的项目进行迭代,https://zhuanlan.zhihu.com/p/668914557,post
在创造性工作中利用探索-利用启发式的动力,https://zhuanlan.zhihu.com/p/668756364,post
最初的助记媒介在前提上隐含着专制,https://zhuanlan.zhihu.com/p/667506807,post
可探索媒介中的有限性假设,https://zhuanlan.zhihu.com/p/666393432,post
间隔重复记忆系统让你误以为自己的记忆很差,https://zhuanlan.zhihu.com/p/665213906,post
不当的时间压力往往会毁掉创造性工作,https://zhuanlan.zhihu.com/p/664005606,post
通过减轻工作记忆的负担，记忆增强有望让复杂主题的学习更容易,https://zhuanlan.zhihu.com/p/663573109,post
什么可能构成助记媒介的规范用法？,https://zhuanlan.zhihu.com/p/663171102,post
未来阴影，出自 Michael Nielsen,https://zhuanlan.zhihu.com/p/662959602,post
摩尔教学法,https://zhuanlan.zhihu.com/p/662762042,post
编写非技术性助记文本需要额外的概念抓手,https://zhuanlan.zhihu.com/p/662320156,post
番茄工作法,https://zhuanlan.zhihu.com/p/662098416,post
为别人写质量上乘的卡片可能比给自己写优质卡片更难,https://zhuanlan.zhihu.com/p/661470114,post
电子书的流行程度远低于纸质书,https://zhuanlan.zhihu.com/p/661273104,post
重试结果可能会提供额外的可提取性信号,https://zhuanlan.zhihu.com/p/660604968,post
卡片分享能让你有理由制作价值稍低的卡片,https://zhuanlan.zhihu.com/p/660401630,post
数学中的组合爆炸,https://zhuanlan.zhihu.com/p/658395407,post
间隔重复与打扫房间,https://zhuanlan.zhihu.com/p/658059734,post
管理学习中的微动作,https://zhuanlan.zhihu.com/p/657926848,post
我们仍然不知道系统性撰写优质文字解释的方法,https://zhuanlan.zhihu.com/p/657707474,post
添加卡片的所有排列以防止模式匹配,https://zhuanlan.zhihu.com/p/657469980,post
GPT-4 在指导下，通常能够从解释性文本中为陈述性知识生成可用的间隔重复卡片,https://zhuanlan.zhihu.com/p/656760808,post
对于卡片生成任务，大型语言模型（LLM）缺乏为复杂概念材料编写卡片的模式,https://zhuanlan.zhihu.com/p/656355546,post
对于卡片生成任务，选择要强化的目标概念，和为这些目标概念编写卡片，是两个独立的问题,https://zhuanlan.zhihu.com/p/656354899,post
情景体验可以创造出个人与作者意图的强烈联系,https://zhuanlan.zhihu.com/p/656108634,post
直播数学视频,https://zhuanlan.zhihu.com/p/655682223,post
卡片盒笔记系统（Zettelkasten）,https://zhuanlan.zhihu.com/p/655457523,post
阿片受体沿加工层级形成梯度,https://zhuanlan.zhihu.com/p/654019177,post
数学头脑,https://zhuanlan.zhihu.com/p/654018762,post
数学概念有不同的心理表征，这对于制作数学探索媒介是个挑战,https://zhuanlan.zhihu.com/p/654018458,post
情景体验可以引导人们积极参与到赋能环境中,https://zhuanlan.zhihu.com/p/654019484,post
定义压轴,https://zhuanlan.zhihu.com/p/654018059,post
记忆等价属性的中心节点技巧,https://zhuanlan.zhihu.com/p/650466150,post
助记媒介的读者有时会因作者的用词而感到受阻,https://zhuanlan.zhihu.com/p/650014568,post
"叶峻峣, 苏敬勇, 曹译珑. 优化间隔重复调度的一种随机最短路径算法[C]//第 28 届 ACM SIGKDD 知识发现与数据挖掘学术会议论文集, 2022: 4381-4390",https://zhuanlan.zhihu.com/p/649704369,post
管理学从企业和管理者角度出发考虑知识工作，而不是个人角度,https://zhuanlan.zhihu.com/p/648610110,post
对于卡片生成任务，如果提供了充足的上下文，大型语言模型（LLM）可能会表现得更好,https://zhuanlan.zhihu.com/p/645670312,post
对于卡片生成任务，如果提供了编写卡片的原则，大型语言模型（LLM）的表现可能会有所提升,https://zhuanlan.zhihu.com/p/644435843,post
对于卡片生成任务，大型语言模型（LLM）经常需要额外的提示来确定强化的视角,https://zhuanlan.zhihu.com/p/644435780,post
典型的工作和表现环境不符合刻意练习的要求,https://zhuanlan.zhihu.com/p/643924913,post
助记媒介如何在平台类知识之外的体裁中赋能读者？,https://zhuanlan.zhihu.com/p/642714761,post
为啥你数学没有更强,https://zhuanlan.zhihu.com/p/642001589,post
新颖的用户界面创意是公共物品,https://zhuanlan.zhihu.com/p/642001483,post
倾听自己的想法很难,https://zhuanlan.zhihu.com/p/642001316,post
我的生产力的关键是，我需要在早上完成高度专注的创造活动,https://zhuanlan.zhihu.com/p/642001197,post
作者可能会从纸质书销售中赚取更多收入（在也销售电子书的同时）,https://zhuanlan.zhihu.com/p/641059991,post
许多杰出的思想家需要借助书写来思考,https://zhuanlan.zhihu.com/p/641022012,post
将基于机器学习的卡片生成重新定义为过滤问题，有助于我们思考吗？,https://zhuanlan.zhihu.com/p/639267420,post
强大的赋能环境注重专业用例,https://zhuanlan.zhihu.com/p/638575951,post
将助记媒介应用于非技术性文章的经验教训,https://zhuanlan.zhihu.com/p/599394904,post
应用程序无法很好地记录滚动条的历史位置,https://zhuanlan.zhihu.com/p/631985093,post
参与对预期结果估值的大脑中枢：伏隔核和 VTA,https://zhuanlan.zhihu.com/p/631679783,post
企业内的学习或许会是开发助记媒介的合适情境,https://zhuanlan.zhihu.com/p/631411382,post
工具制造者和工具使用者之间的深度合作可能会支持实践出洞见,https://zhuanlan.zhihu.com/p/631040289,post
语言模型可以基于填空卡生成高质量的问答卡,https://zhuanlan.zhihu.com/p/630862056,post
知识工作中常常需要解决搜索问题,https://zhuanlan.zhihu.com/p/629911594,post
"Nielsen, M. A. (2004). 有效研究的原则（第 0404 则技术笔记）昆士兰大学",https://zhuanlan.zhihu.com/p/629646609,post
太过执迷「专注」反而不利于创造性工作,https://zhuanlan.zhihu.com/p/628439036,post
对赋能环境不熟悉的人往往不能完成环境所赋能的事情,https://zhuanlan.zhihu.com/p/628118503,post
概念图,https://zhuanlan.zhihu.com/p/627555200,post
果冻拼图,https://zhuanlan.zhihu.com/p/624236209,post
用散文格式编写的关于源材料的卡片缺乏上下文,https://zhuanlan.zhihu.com/p/623969708,post
SRS 重试机制,https://zhuanlan.zhihu.com/p/623551320,post
「好奇心」具有负面涵义,https://zhuanlan.zhihu.com/p/622160874,post
与他人交流时，我们往往只强调对某个想法最为了解的部分,https://zhuanlan.zhihu.com/p/622959175,post
用别人的想法填满闲暇时间是一种文化习惯,https://zhuanlan.zhihu.com/p/622642769,post
人们更喜欢行动而不是思考,https://zhuanlan.zhihu.com/p/622364832,post
误导因素,https://zhuanlan.zhihu.com/p/622147932,post
原创思想需要独处,https://zhuanlan.zhihu.com/p/621750727,post
排遣行为,https://zhuanlan.zhihu.com/p/621439732,post
良性压力,https://zhuanlan.zhihu.com/p/620988477,post
在电脑上阅读文本令人不快,https://zhuanlan.zhihu.com/p/620532040,post
普及具有新颖认知支持的文字媒体需要普及电子阅读,https://zhuanlan.zhihu.com/p/619935161,post
连续滚动式的电子阅读扰乱了物体恒存性，令人不适,https://zhuanlan.zhihu.com/p/619935591,post
在电子阅读中，糟糕的性能会破坏非线性阅读,https://zhuanlan.zhihu.com/p/618911794,post
概率和统计是具有可探索媒介的领域,https://zhuanlan.zhihu.com/p/618757945,post
电子阅读很难维持多个阅读位置,https://zhuanlan.zhihu.com/p/617153188,post
填空卡可用于创建典型的 N 面卡片,https://zhuanlan.zhihu.com/p/615872471,post
强大的愿景是伟大创造性作品的先决条件,https://zhuanlan.zhihu.com/p/615219619,post
二次方募资在何种程度上可以资助思维工具的创作？,https://zhuanlan.zhihu.com/p/613210988,post
赞助人模式在何种程度上可以资助思想工具的创作？,https://zhuanlan.zhihu.com/p/613210805,post
我不知道如何高效支配大额资本来为思想工具的研究服务,https://zhuanlan.zhihu.com/p/613210251,post
很少有电子阅读环境支持旁注,https://zhuanlan.zhihu.com/p/610817436,post
§最关心的事情,https://zhuanlan.zhihu.com/p/608096379,post
卡片笔记写作法 - Ahrens,https://zhuanlan.zhihu.com/p/609604620,post
自制卡片的间隔可以排得更长,https://zhuanlan.zhihu.com/p/608723650,post
原子记忆,https://zhuanlan.zhihu.com/p/608600880,post
一些“教育”活动的目标有其内在意义,https://zhuanlan.zhihu.com/p/608079785,post
13. 小睡谬误,https://zhuanlan.zhihu.com/p/606888160,post
数学头脑,https://zhuanlan.zhihu.com/p/606450553,post
超验叙事（宏大叙事）,https://zhuanlan.zhihu.com/p/605681904,post
关于间隔收件箱的一些想法,https://zhuanlan.zhihu.com/p/605412651,post
专注的软件开发和专注的学术研究互相排斥,https://zhuanlan.zhihu.com/p/604920114,post
计划本身不算什么，计划过程才是关键,https://zhuanlan.zhihu.com/p/604596550,post
相较于重复学习，重复测试的迁移学习效果更好,https://zhuanlan.zhihu.com/p/604132912,post
助记媒介应针对真正需要流利掌握知识的情景而开发,https://zhuanlan.zhihu.com/p/603624798,post
助记媒介对成熟领域的入门读物很有效,https://zhuanlan.zhihu.com/p/603623606,post
如果概念的现有解释质量低下，费曼学习法起不了作用,https://zhuanlan.zhihu.com/p/603404706,post
知识工作很少涉及刻意练习,https://zhuanlan.zhihu.com/p/603115527,post
游戏中的技能培养服从于其他有内在意义的目的,https://zhuanlan.zhihu.com/p/602800824,post
好的文字解释有什么特点？,https://zhuanlan.zhihu.com/p/602457764,post
助记媒介对于平台知识特别有价值,https://zhuanlan.zhihu.com/p/600193719,post
解释材料中管理工作记忆的技巧列表,https://zhuanlan.zhihu.com/p/600019644,post
§ 严肃研究知识工作（Stripe 融合讨论，2019-12-12）,https://zhuanlan.zhihu.com/p/599606352,post
助记媒介应该基于即用即学的场景开发，而不要基于预备学习的场景开发,https://zhuanlan.zhihu.com/p/599592073,post
教育环境通常不涉及原创思想,https://zhuanlan.zhihu.com/p/599395362,post
助记媒介应该为那些服务于有意义的使用的学习而开发,https://zhuanlan.zhihu.com/p/599284700,post
写作促使人们更加深入地理解,https://zhuanlan.zhihu.com/p/599025916,post
可探索的解释,https://zhuanlan.zhihu.com/p/598332415,post
思想工具应该在有内在意义的目的的上下文中进行评估,https://zhuanlan.zhihu.com/p/597534858,post
对比狭域认知增强与广域认知增强,https://zhuanlan.zhihu.com/p/597533071,post
表示不可能的情况,https://zhuanlan.zhihu.com/p/592187312,post
助记媒介中简单的应用卡可以和回忆卡以同样的方式呈现,https://zhuanlan.zhihu.com/p/597272861,post
Orbit - 价值观,https://zhuanlan.zhihu.com/p/596146543,post
表示不可能的情况,https://zhuanlan.zhihu.com/p/595830278,post
稳定化,https://zhuanlan.zhihu.com/p/595158577,post
数学社区对于数学家应知应会的知识没有明确标准,https://zhuanlan.zhihu.com/p/591929088,post
解释材料中假设了工作记忆容量是无限的,https://zhuanlan.zhihu.com/p/591675068,post
赋能环境的重点是创造成长和行动的机会，而不是技能培养,https://zhuanlan.zhihu.com/p/591395654,post
文字解释已经很不错了,https://zhuanlan.zhihu.com/p/591159393,post
从哪些角度看，助记媒介不仅仅是普通文章上面的注解层？,https://zhuanlan.zhihu.com/p/590058669,post
「好奇心」的负面涵义,https://zhuanlan.zhihu.com/p/589291795,post
我的个人助记媒介实现,https://zhuanlan.zhihu.com/p/589049043,post
大多数游戏都不是赋能环境,https://zhuanlan.zhihu.com/p/588396638,post
好动机有什么特点？,https://zhuanlan.zhihu.com/p/587804911,post
位于眶额皮质的价值编码神经元,https://zhuanlan.zhihu.com/p/586408138,post
阿片药物的奖励可能取决于多巴胺信号,https://zhuanlan.zhihu.com/p/585790065,post
最优间隔,https://zhuanlan.zhihu.com/p/584041631,post
11. 健康的午睡,https://zhuanlan.zhihu.com/p/583611918,post
液体橄榄和苹果手机；解决问题和找寻问题；不确定性思维,https://zhuanlan.zhihu.com/p/583230321,post
我们如何将思想工具置于有内在意义的背景中？,https://zhuanlan.zhihu.com/p/583005905,post
研究思想工具的团体需要足够的能力来建立足以用于严肃工作的原型,https://zhuanlan.zhihu.com/p/582796159,post
记忆的三组分模型,https://zhuanlan.zhihu.com/p/580945538,post
知识工作的核心实践往往是临场发挥的,https://zhuanlan.zhihu.com/p/580693228,post
虚假动机,https://zhuanlan.zhihu.com/p/580137276,post
福山：未来社会将按照涌现而成的社会规范自我组织,https://zhuanlan.zhihu.com/p/579804264,post
记忆的双组分模型,https://zhuanlan.zhihu.com/p/579476637,post
卡片写作的模拟教学法,https://zhuanlan.zhihu.com/p/578902325,post
3Blue1Brown,https://zhuanlan.zhihu.com/p/578514534,post
刻意练习，来自 Ericsson,https://zhuanlan.zhihu.com/p/578329400,post
助记文本可以在一段时间内分小段连载，根据读者的记忆情况排期,https://zhuanlan.zhihu.com/p/576613520,post
助记媒介的实例,https://zhuanlan.zhihu.com/p/576395501,post
变得好奇,https://zhuanlan.zhihu.com/p/575633658,post
重复历史,https://zhuanlan.zhihu.com/p/574628398,post
相比知识工作者，运动员和音乐家会更为严格精细地打磨基本技能,https://zhuanlan.zhihu.com/p/574272825,post
解释学,https://zhuanlan.zhihu.com/p/574139400,post
迁移恰当加工,https://zhuanlan.zhihu.com/p/573838070,post
卡片分享,https://zhuanlan.zhihu.com/p/572809684,post
重复,https://zhuanlan.zhihu.com/p/572444486,post
灵感源泉在何方？,https://zhuanlan.zhihu.com/p/571702216,post
条目,https://zhuanlan.zhihu.com/p/571700330,post
概念,https://zhuanlan.zhihu.com/p/571218385,post
抽象性,https://zhuanlan.zhihu.com/p/570979040,post
平台知识帮助非从业者放大好点子,https://zhuanlan.zhihu.com/p/570172907,post
情景体验需要由参与者的行动控制,https://zhuanlan.zhihu.com/p/569345567,post
「跳过」：指数补偿的延迟机制和模糊收件箱,https://zhuanlan.zhihu.com/p/566834806,post
电子阅读时，并排阅读基本上不可能,https://zhuanlan.zhihu.com/p/565941177,post
间隔重复让你感觉在某门学科上总是学生,https://zhuanlan.zhihu.com/p/565467709,post
概念型知识的「最优复习间隔」可能更长,https://zhuanlan.zhihu.com/p/565182669,post
我们不知道如何衡量知识工作者的生产力,https://zhuanlan.zhihu.com/p/564547301,post
杏仁体可能涉及到奖励新奇的输入,https://zhuanlan.zhihu.com/p/564164660,post
通过间隔证明复习来理解证明中的关键点,https://zhuanlan.zhihu.com/p/563891085,post
记忆召回,https://zhuanlan.zhihu.com/p/563438547,post
通过间隔重复生成问题,https://zhuanlan.zhihu.com/p/562780743,post
游戏帮助玩家制定和调整计划,https://zhuanlan.zhihu.com/p/562411559,post
感受学习乐趣的过程涉及到阿片受体,https://zhuanlan.zhihu.com/p/562035095,post
合作制作思想工具的人选不是兼职承包者就是全职的深入合作伙伴，没有中间地带,https://zhuanlan.zhihu.com/p/561652768,post
软件开发和研究思维之间的切换成本很高,https://zhuanlan.zhihu.com/p/561538073,post
强大的创新往往侧重于创造全新范式，而非解决当前情境中的问题,https://zhuanlan.zhihu.com/p/561086570,post
游戏帮助玩家评估他们养成的技能,https://zhuanlan.zhihu.com/p/560849079,post
间隔重复记忆系统中，需要根据卡片回答错误的原因确定干预手段,https://zhuanlan.zhihu.com/p/560444821,post
模型,https://zhuanlan.zhihu.com/p/560324024,post
记忆可提取性,https://zhuanlan.zhihu.com/p/559819340,post
记忆稳定性,https://zhuanlan.zhihu.com/p/559298549,post
在间隔重复上稍微多努力一点，就能得到指数级的回报,https://zhuanlan.zhihu.com/p/558887872,post
助记媒介对读者的宏观影响是什么？,https://zhuanlan.zhihu.com/p/558666521,post
遗忘,https://zhuanlan.zhihu.com/p/558542113,post
强大的赋能环境通常是追求自身内在意义的项目的副产品,https://zhuanlan.zhihu.com/p/558196133,post
约束作为认知脚手架,https://zhuanlan.zhihu.com/p/557562333,post
概念发现故事,https://zhuanlan.zhihu.com/p/557148086,post
深度研究需要比技术行业具备更慢的节奏,https://zhuanlan.zhihu.com/p/556741271,post
提取练习似乎是一种比精细编码更有效的学习活动,https://zhuanlan.zhihu.com/p/556121198,post
小跨度任务阶梯作为认知脚手架,https://zhuanlan.zhihu.com/p/555883155,post
间隔重复实验可以体面地停止,https://zhuanlan.zhihu.com/p/555736246,post
游戏能有效地培养玩家的技能,https://zhuanlan.zhihu.com/p/555033920,post
间隔证明复习,https://zhuanlan.zhihu.com/p/554633227,post
对进步的直观感知驱动技能发展,https://zhuanlan.zhihu.com/p/554203902,post
探尝,https://zhuanlan.zhihu.com/p/553842711,post
元认知支持作为认知脚手架,https://zhuanlan.zhihu.com/p/553589889,post
间隔重复记忆系统用不同的问题文本会有更好的表现吗？,https://zhuanlan.zhihu.com/p/552951806,post
有效的系统设计需要从真刀真枪的使用情境汲取洞见,https://zhuanlan.zhihu.com/p/552263007,post
知识工作,https://zhuanlan.zhihu.com/p/551580008,post
参与式环境,https://zhuanlan.zhihu.com/p/551039707,post
先学再记,https://zhuanlan.zhihu.com/p/550695797,post
电子批注过于形式化,https://zhuanlan.zhihu.com/p/550076763,post
为非技术性助记文章编写稳定回忆的卡片尤为困难,https://zhuanlan.zhihu.com/p/549969140,post
变得好玩,https://zhuanlan.zhihu.com/p/548549119,post
变得无聊,https://zhuanlan.zhihu.com/p/548274414,post
没有作者参与时，我们如何将现有文本转化为助记媒介？,https://zhuanlan.zhihu.com/p/547948317,post
助记媒介如何能适应不同的背景和目标的读者？,https://zhuanlan.zhihu.com/p/547457170,post
10 闹钟,https://zhuanlan.zhihu.com/p/547116585,post
专注的软件开发工作是自我否定的,https://zhuanlan.zhihu.com/p/546882133,post
揭发内部腐败,https://zhuanlan.zhihu.com/p/546454613,post
教育游戏试图通过情景体验进行教学,https://zhuanlan.zhihu.com/p/545960673,post
学习需要元认知技能,https://zhuanlan.zhihu.com/p/545549661,post
有效的深度工作不仅取决于时间，还取决于强度,https://zhuanlan.zhihu.com/p/545276399,post
间隔复习证明不在于记住证明,https://zhuanlan.zhihu.com/p/544715364,post
情景体验增强了叙述的力量,https://zhuanlan.zhihu.com/p/544260314,post
助记媒介对下游学习的影响,https://zhuanlan.zhihu.com/p/544144484,post
应用卡的答案不应该从记忆中得出,https://zhuanlan.zhihu.com/p/543322217,post
压力导致的“学习加速”,https://zhuanlan.zhihu.com/p/542877157,post
助记媒介的复习集使阅读过程产生了自然的中断,https://zhuanlan.zhihu.com/p/542688360,post
笔记类型体系,https://zhuanlan.zhihu.com/p/542384570,post
应用卡在多大程度上可以取代助记媒介中的回忆卡？,https://zhuanlan.zhihu.com/p/541920687,post
桥注紧密地联系两个相邻的术语,https://zhuanlan.zhihu.com/p/541372233,post
卓越的能力在多大程度上是可以遗传的？,https://zhuanlan.zhihu.com/p/540927308,post
规律记忆练习的承载能力；刻意练习和心流之间的张力,https://zhuanlan.zhihu.com/p/540483783,post
择校,https://zhuanlan.zhihu.com/p/540026307,post
谬误：青少年憎恨一切,https://zhuanlan.zhihu.com/p/539815922,post
有些成果只有在非常高的工作强度下才能实现,https://zhuanlan.zhihu.com/p/539532945,post
学校外驱力,https://zhuanlan.zhihu.com/p/539022457,post
链表式证明卡,https://zhuanlan.zhihu.com/p/538568061,post
可引用性 vs 可制卡性,https://zhuanlan.zhihu.com/p/538105255,post
如果学生学习材料有困难，间隔重复记忆系统可以怎样干预？,https://zhuanlan.zhihu.com/p/537644290,post
